dataset,n_keys,layer1,layer2,n_models,bounds,search,size_in_bytes,rep,n_samples,budget_in_bytes,is_guideline,lookup_time,lookup_accu
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8190,lind,model_biased_binary,262128,0,20000000,262144,0,9008723154,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8190,lind,model_biased_binary,262128,1,20000000,262144,0,9006511180,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,8190,lind,model_biased_binary,262128,2,20000000,262144,0,9017316434,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,16382,none,model_biased_exponential,262144,0,20000000,262144,0,7930573088,2000207167503775
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,16382,none,model_biased_exponential,262144,1,20000000,262144,0,7919995933,2000207167503775
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,16382,none,model_biased_exponential,262144,2,20000000,262144,0,7927717826,2000207167503775
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,10921,labs,binary,262136,0,20000000,262144,0,8087558592,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,10921,labs,binary,262136,1,20000000,262144,0,8086483622,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,10921,labs,binary,262136,2,20000000,262144,0,8086482949,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,8191,lind,model_biased_binary,262144,0,20000000,262144,0,8455189950,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,8191,lind,model_biased_binary,262144,1,20000000,262144,0,8456031740,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,8191,lind,model_biased_binary,262144,2,20000000,262144,0,8454457733,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,16382,none,model_biased_exponential,262136,0,20000000,262144,0,14271133824,2000207195473275
wiki_ts_200M_uint64,200000000,radix,linear_regression,16382,none,model_biased_exponential,262136,1,20000000,262144,0,14260222302,2000207195473275
wiki_ts_200M_uint64,200000000,radix,linear_regression,16382,none,model_biased_exponential,262136,2,20000000,262144,0,14263856289,2000207195473275
wiki_ts_200M_uint64,200000000,radix,linear_regression,10921,labs,binary,262128,0,20000000,262144,0,12141709600,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,10921,labs,binary,262128,1,20000000,262144,0,12150922188,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,10921,labs,binary,262128,2,20000000,262144,0,12139203840,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,8191,lind,model_biased_binary,262136,0,20000000,262144,0,12401268555,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,8191,lind,model_biased_binary,262136,1,20000000,262144,0,12401229912,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,8191,lind,model_biased_binary,262136,2,20000000,262144,0,12398219230,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,10921,labs,binary,262136,0,20000000,262144,1,8698974149,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,10921,labs,binary,262136,1,20000000,262144,1,8700828933,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,10921,labs,binary,262136,2,20000000,262144,1,8702505068,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,0,20000000,524288,0,6398923548,2000207203244331
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,1,20000000,524288,0,6404403265,2000207203244331
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,2,20000000,524288,0,6397872609,2000207203244331
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,21844,labs,binary,524288,0,20000000,524288,0,7180803493,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,21844,labs,binary,524288,1,20000000,524288,0,7179384107,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,21844,labs,binary,524288,2,20000000,524288,0,7170821651,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,16383,lind,model_biased_binary,524288,0,20000000,524288,0,7485531521,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,16383,lind,model_biased_binary,524288,1,20000000,524288,0,7476525274,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,16383,lind,model_biased_binary,524288,2,20000000,524288,0,7477875186,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32765,none,model_biased_exponential,524288,0,20000000,524288,0,6283744683,2000207204517227
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32765,none,model_biased_exponential,524288,1,20000000,524288,0,6282766218,2000207204517227
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32765,none,model_biased_exponential,524288,2,20000000,524288,0,6282092230,2000207204517227
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,21843,labs,binary,524280,0,20000000,524288,0,7159727347,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,21843,labs,binary,524280,1,20000000,524288,0,7148212210,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,21843,labs,binary,524280,2,20000000,524288,0,7156929735,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16382,lind,model_biased_binary,524272,0,20000000,524288,0,7442170203,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16382,lind,model_biased_binary,524272,1,20000000,524288,0,7441880208,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,16382,lind,model_biased_binary,524272,2,20000000,524288,0,7452474630,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,32766,none,model_biased_exponential,524288,0,20000000,524288,0,6701458786,2000207169106961
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,32766,none,model_biased_exponential,524288,1,20000000,524288,0,6707768395,2000207169106961
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,32766,none,model_biased_exponential,524288,2,20000000,524288,0,6699157795,2000207169106961
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,21844,labs,binary,524288,0,20000000,524288,0,7020429759,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,21844,labs,binary,524288,1,20000000,524288,0,7018113485,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,21844,labs,binary,524288,2,20000000,524288,0,7029677803,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,16383,lind,model_biased_binary,524288,0,20000000,524288,0,7290676551,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,16383,lind,model_biased_binary,524288,1,20000000,524288,0,7278486405,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,16383,lind,model_biased_binary,524288,2,20000000,524288,0,7288334005,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,32766,none,model_biased_exponential,524280,0,20000000,524288,0,13911388609,2000207194968027
wiki_ts_200M_uint64,200000000,radix,linear_regression,32766,none,model_biased_exponential,524280,1,20000000,524288,0,13910875780,2000207194968027
wiki_ts_200M_uint64,200000000,radix,linear_regression,32766,none,model_biased_exponential,524280,2,20000000,524288,0,13911654193,2000207194968027
wiki_ts_200M_uint64,200000000,radix,linear_regression,21844,labs,binary,524280,0,20000000,524288,0,11876808880,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,21844,labs,binary,524280,1,20000000,524288,0,11865355757,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,21844,labs,binary,524280,2,20000000,524288,0,11873763798,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,16383,lind,model_biased_binary,524280,0,20000000,524288,0,11845855417,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,16383,lind,model_biased_binary,524280,1,20000000,524288,0,11855535707,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,16383,lind,model_biased_binary,524280,2,20000000,524288,0,11855817823,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,0,20000000,524288,1,6397735882,2000207203244331
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,1,20000000,524288,1,6393166800,2000207203244331
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32766,none,model_biased_exponential,524288,2,20000000,524288,1,6392674247,2000207203244331
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65534,none,model_biased_exponential,1048576,0,20000000,1048576,0,5170154306,2000207204746651
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65534,none,model_biased_exponential,1048576,1,20000000,1048576,0,5157727352,2000207204746651
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65534,none,model_biased_exponential,1048576,2,20000000,1048576,0,5159607594,2000207204746651
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,43689,labs,binary,1048568,0,20000000,1048576,0,6046537363,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,43689,labs,binary,1048568,1,20000000,1048576,0,6034630319,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,43689,labs,binary,1048568,2,20000000,1048576,0,6043774696,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32767,lind,model_biased_binary,1048576,0,20000000,1048576,0,6243641072,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32767,lind,model_biased_binary,1048576,1,20000000,1048576,0,6248696749,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,32767,lind,model_biased_binary,1048576,2,20000000,1048576,0,6242015080,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65533,none,model_biased_exponential,1048576,0,20000000,1048576,0,5185082457,2000207205500234
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65533,none,model_biased_exponential,1048576,1,20000000,1048576,0,5199629679,2000207205500234
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65533,none,model_biased_exponential,1048576,2,20000000,1048576,0,5189448730,2000207205500234
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,43688,labs,binary,1048560,0,20000000,1048576,0,6067141914,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,43688,labs,binary,1048560,1,20000000,1048576,0,6069310419,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,43688,labs,binary,1048560,2,20000000,1048576,0,6057491927,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32766,lind,model_biased_binary,1048560,0,20000000,1048576,0,6260591927,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32766,lind,model_biased_binary,1048560,1,20000000,1048576,0,6247310751,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,32766,lind,model_biased_binary,1048560,2,20000000,1048576,0,6246857453,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,65534,none,model_biased_exponential,1048576,0,20000000,1048576,0,5923825429,2000207171055067
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,65534,none,model_biased_exponential,1048576,1,20000000,1048576,0,5931619394,2000207171055067
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,65534,none,model_biased_exponential,1048576,2,20000000,1048576,0,5922845248,2000207171055067
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,43689,labs,binary,1048568,0,20000000,1048576,0,6228617757,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,43689,labs,binary,1048568,1,20000000,1048576,0,6230151866,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,43689,labs,binary,1048568,2,20000000,1048576,0,6227677437,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,32767,lind,model_biased_binary,1048576,0,20000000,1048576,0,6382732080,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,32767,lind,model_biased_binary,1048576,1,20000000,1048576,0,6391156797,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,32767,lind,model_biased_binary,1048576,2,20000000,1048576,0,6381102358,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,65534,none,model_biased_exponential,1048568,0,20000000,1048576,0,12424160645,2000207194502258
wiki_ts_200M_uint64,200000000,radix,linear_regression,65534,none,model_biased_exponential,1048568,1,20000000,1048576,0,12434865197,2000207194502258
wiki_ts_200M_uint64,200000000,radix,linear_regression,65534,none,model_biased_exponential,1048568,2,20000000,1048576,0,12425100601,2000207194502258
wiki_ts_200M_uint64,200000000,radix,linear_regression,43689,labs,binary,1048560,0,20000000,1048576,0,11062555956,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,43689,labs,binary,1048560,1,20000000,1048576,0,11053790856,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,43689,labs,binary,1048560,2,20000000,1048576,0,11060885880,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,32767,lind,model_biased_binary,1048568,0,20000000,1048576,0,11293070945,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,32767,lind,model_biased_binary,1048568,1,20000000,1048576,0,11284122587,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,32767,lind,model_biased_binary,1048568,2,20000000,1048576,0,11282854089,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65534,none,model_biased_exponential,1048576,0,20000000,1048576,1,5160566551,2000207204746651
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65534,none,model_biased_exponential,1048576,1,20000000,1048576,1,5144145459,2000207204746651
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65534,none,model_biased_exponential,1048576,2,20000000,1048576,1,5157100764,2000207204746651
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131070,none,model_biased_exponential,2097152,0,20000000,2097152,0,4345042847,2000207206750555
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131070,none,model_biased_exponential,2097152,1,20000000,2097152,0,4350157586,2000207206750555
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131070,none,model_biased_exponential,2097152,2,20000000,2097152,0,4340748864,2000207206750555
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,87380,labs,binary,2097152,0,20000000,2097152,0,5162869044,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,87380,labs,binary,2097152,1,20000000,2097152,0,5148423738,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,87380,labs,binary,2097152,2,20000000,2097152,0,5149252375,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65535,lind,model_biased_binary,2097152,0,20000000,2097152,0,5301642318,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65535,lind,model_biased_binary,2097152,1,20000000,2097152,0,5288113868,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,65535,lind,model_biased_binary,2097152,2,20000000,2097152,0,5297404371,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,131069,none,model_biased_exponential,2097152,0,20000000,2097152,0,4395577861,2000207207292338
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,131069,none,model_biased_exponential,2097152,1,20000000,2097152,0,4390584741,2000207207292338
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,131069,none,model_biased_exponential,2097152,2,20000000,2097152,0,4400110743,2000207207292338
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,87379,labs,binary,2097144,0,20000000,2097152,0,5245815201,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,87379,labs,binary,2097144,1,20000000,2097152,0,5252584042,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,87379,labs,binary,2097144,2,20000000,2097152,0,5242245526,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65534,lind,model_biased_binary,2097136,0,20000000,2097152,0,5329304331,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65534,lind,model_biased_binary,2097136,1,20000000,2097152,0,5324639984,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,65534,lind,model_biased_binary,2097136,2,20000000,2097152,0,5325088556,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,131070,none,model_biased_exponential,2097152,0,20000000,2097152,0,5457895137,2000207173188386
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,131070,none,model_biased_exponential,2097152,1,20000000,2097152,0,5443530040,2000207173188386
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,131070,none,model_biased_exponential,2097152,2,20000000,2097152,0,5443871029,2000207173188386
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,87380,labs,binary,2097152,0,20000000,2097152,0,5678475567,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,87380,labs,binary,2097152,1,20000000,2097152,0,5673664028,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,87380,labs,binary,2097152,2,20000000,2097152,0,5663796020,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,65535,lind,model_biased_binary,2097152,0,20000000,2097152,0,5747440150,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,65535,lind,model_biased_binary,2097152,1,20000000,2097152,0,5744292554,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,65535,lind,model_biased_binary,2097152,2,20000000,2097152,0,5734655041,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,131070,none,model_biased_exponential,2097144,0,20000000,2097152,0,10096028383,2000207198774746
wiki_ts_200M_uint64,200000000,radix,linear_regression,131070,none,model_biased_exponential,2097144,1,20000000,2097152,0,10097570800,2000207198774746
wiki_ts_200M_uint64,200000000,radix,linear_regression,131070,none,model_biased_exponential,2097144,2,20000000,2097152,0,10096747496,2000207198774746
wiki_ts_200M_uint64,200000000,radix,linear_regression,87380,labs,binary,2097144,0,20000000,2097152,0,9142915721,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,87380,labs,binary,2097144,1,20000000,2097152,0,9142704506,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,87380,labs,binary,2097144,2,20000000,2097152,0,9131484040,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,65535,lind,model_biased_binary,2097144,0,20000000,2097152,0,10755934058,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,65535,lind,model_biased_binary,2097144,1,20000000,2097152,0,10767624891,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,65535,lind,model_biased_binary,2097144,2,20000000,2097152,0,10766632542,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131070,none,model_biased_exponential,2097152,0,20000000,2097152,1,4341952084,2000207206750555
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131070,none,model_biased_exponential,2097152,1,20000000,2097152,1,4349744880,2000207206750555
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131070,none,model_biased_exponential,2097152,2,20000000,2097152,1,4337492119,2000207206750555
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,0,20000000,4194304,0,3802925081,2000207208866991
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,1,20000000,4194304,0,3786099078,2000207208866991
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,2,20000000,4194304,0,3794589142,2000207208866991
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,174761,labs,binary,4194296,0,20000000,4194304,0,4511685560,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,174761,labs,binary,4194296,1,20000000,4194304,0,4502688279,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,174761,labs,binary,4194296,2,20000000,4194304,0,4493098271,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131071,lind,model_biased_binary,4194304,0,20000000,4194304,0,4587567540,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131071,lind,model_biased_binary,4194304,1,20000000,4194304,0,4583200352,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,131071,lind,model_biased_binary,4194304,2,20000000,4194304,0,4583092148,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,262141,none,model_biased_exponential,4194304,0,20000000,4194304,0,3874452161,2000207209416197
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,262141,none,model_biased_exponential,4194304,1,20000000,4194304,0,3861739888,2000207209416197
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,262141,none,model_biased_exponential,4194304,2,20000000,4194304,0,3862092696,2000207209416197
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,174760,labs,binary,4194288,0,20000000,4194304,0,4689754623,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,174760,labs,binary,4194288,1,20000000,4194304,0,4691527463,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,174760,labs,binary,4194288,2,20000000,4194304,0,4682629397,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,131070,lind,model_biased_binary,4194288,0,20000000,4194304,0,4664656050,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,131070,lind,model_biased_binary,4194288,1,20000000,4194304,0,4658923634,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,131070,lind,model_biased_binary,4194288,2,20000000,4194304,0,4659127319,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,262142,none,model_biased_exponential,4194304,0,20000000,4194304,0,5136304308,2000207175129546
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,262142,none,model_biased_exponential,4194304,1,20000000,4194304,0,5123778689,2000207175129546
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,262142,none,model_biased_exponential,4194304,2,20000000,4194304,0,5124807961,2000207175129546
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,174761,labs,binary,4194296,0,20000000,4194304,0,5423544191,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,174761,labs,binary,4194296,1,20000000,4194304,0,5416837115,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,174761,labs,binary,4194296,2,20000000,4194304,0,5417962250,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,131071,lind,model_biased_binary,4194304,0,20000000,4194304,0,5346327854,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,131071,lind,model_biased_binary,4194304,1,20000000,4194304,0,5343491313,2000207165423453
wiki_ts_200M_uint64,200000000,linear_regression,linear_regression,131071,lind,model_biased_binary,4194304,2,20000000,4194304,0,5343649298,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,262142,none,model_biased_exponential,4194296,0,20000000,4194304,0,8214160341,2000207201728078
wiki_ts_200M_uint64,200000000,radix,linear_regression,262142,none,model_biased_exponential,4194296,1,20000000,4194304,0,8202987325,2000207201728078
wiki_ts_200M_uint64,200000000,radix,linear_regression,262142,none,model_biased_exponential,4194296,2,20000000,4194304,0,8205770963,2000207201728078
wiki_ts_200M_uint64,200000000,radix,linear_regression,174761,labs,binary,4194288,0,20000000,4194304,0,7450571501,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,174761,labs,binary,4194288,1,20000000,4194304,0,7439935863,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,174761,labs,binary,4194288,2,20000000,4194304,0,7439118614,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,131071,lind,model_biased_binary,4194296,0,20000000,4194304,0,8945814954,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,131071,lind,model_biased_binary,4194296,1,20000000,4194304,0,8946622347,2000207165423453
wiki_ts_200M_uint64,200000000,radix,linear_regression,131071,lind,model_biased_binary,4194296,2,20000000,4194304,0,8945318251,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,0,20000000,4194304,1,3793972185,2000207208866991
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,1,20000000,4194304,1,3780655836,2000207208866991
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262142,none,model_biased_exponential,4194304,2,20000000,4194304,1,3785967950,2000207208866991
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,0,20000000,8388608,0,3346414919,2000207210791619
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,1,20000000,8388608,0,3326680473,2000207210791619
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_exponential,8388608,2,20000000,8388608,0,3338458502,2000207210791619
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_linear,8388608,0,20000000,8388608,0,4696138736,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_linear,8388608,1,20000000,8388608,0,4695375673,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,524286,none,model_biased_linear,8388608,2,20000000,8388608,0,4684643378,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,349524,labs,binary,8388608,0,20000000,8388608,0,4101665259,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,349524,labs,binary,8388608,1,20000000,8388608,0,4090860525,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,349524,labs,binary,8388608,2,20000000,8388608,0,4081225788,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262143,lind,model_biased_binary,8388608,0,20000000,8388608,0,4108329180,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262143,lind,model_biased_binary,8388608,1,20000000,8388608,0,4102060133,2000207165423453
wiki_ts_200M_uint64,200000000,linear_spline,linear_regression,262143,lind,model_biased_binary,8388608,2,20000000,8388608,0,4091120111,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_exponential,8388608,0,20000000,8388608,0,3394550976,2000207211219946
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_exponential,8388608,1,20000000,8388608,0,3388662011,2000207211219946
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_exponential,8388608,2,20000000,8388608,0,3386586849,2000207211219946
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_linear,8388608,0,20000000,8388608,0,4660398534,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_linear,8388608,1,20000000,8388608,0,4648437268,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,524285,none,model_biased_linear,8388608,2,20000000,8388608,0,4647659000,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,349523,labs,binary,8388600,0,20000000,8388608,0,4334744360,2000207165423453
wiki_ts_200M_uint64,200000000,cubic_spline,linear_regression,349523,labs,binary,8388600,1,20000000,8388608,0,4336365865,2000207165423453
