dataset,layer1,layer2,n_models,bounds,size_in_bytes,mean_interval,median_interval,stdev_interval,min_interval,max_interval
wiki_ts_200M_uint64,linear_spline,linear_spline,4096,gind,65584,50213.4,50217,242.935,23974,50217
wiki_ts_200M_uint64,linear_spline,linear_spline,4096,labs,98336,20947.3,20597,11066.9,1,52487
wiki_ts_200M_uint64,linear_spline,linear_spline,4096,lind,131104,11357.5,11346,5306.73,1,36873
wiki_ts_200M_uint64,linear_spline,linear_regression,4096,gabs,65576,63738.6,63743,288.923,31873,63743
wiki_ts_200M_uint64,linear_spline,linear_regression,4096,gind,65584,51215.2,51218,203.947,26699,51218
wiki_ts_200M_uint64,linear_spline,linear_regression,4096,labs,98336,16855.7,16555,8729.85,1,63743
wiki_ts_200M_uint64,linear_spline,linear_regression,4096,lind,131104,12760.5,12731,6183.17,1,50096
wiki_ts_200M_uint64,cubic_spline,linear_spline,4096,gabs,65592,63023.3,63029,344.06,31515,63029
wiki_ts_200M_uint64,cubic_spline,linear_spline,4096,gind,65600,56766.5,56771,293.249,25257,56771
wiki_ts_200M_uint64,cubic_spline,linear_spline,4096,labs,98352,16110.2,15131,9566.38,3,63029
wiki_ts_200M_uint64,cubic_spline,linear_spline,4096,lind,131120,8551.88,8307,4677.79,3,37022
wiki_ts_200M_uint64,cubic_spline,linear_regression,4096,gabs,65592,41685.4,41687,140.993,20844,41687
wiki_ts_200M_uint64,cubic_spline,linear_regression,4096,gind,65600,40458.5,40460,136.587,19617,40460
wiki_ts_200M_uint64,cubic_spline,linear_regression,4096,labs,98352,12974,12265,7600.73,3,41687
wiki_ts_200M_uint64,cubic_spline,linear_regression,4096,lind,131120,9652.34,9226,5438.32,2,37043
wiki_ts_200M_uint64,linear_regression,linear_spline,4096,gabs,65576,1.06125e+07,10689055,509078,5344528,10689055
wiki_ts_200M_uint64,linear_regression,linear_spline,4096,gind,65584,5.35435e+06,5359493,102708,14966,5359493
wiki_ts_200M_uint64,linear_regression,linear_spline,4096,labs,98336,565807,7049,2.36836e+06,3,10689055
wiki_ts_200M_uint64,linear_regression,linear_spline,4096,lind,131104,280464,3605,1.17647e+06,1,5344528
wiki_ts_200M_uint64,linear_regression,linear_regression,4096,gabs,65576,4.52091e+06,4545999,208594,2273000,4545999
wiki_ts_200M_uint64,linear_regression,linear_regression,4096,gind,65584,3.88951e+06,3910327,176164,1637328,3910327
wiki_ts_200M_uint64,linear_regression,linear_regression,4096,labs,98336,233008,5323,974707,3,4545999
wiki_ts_200M_uint64,linear_regression,linear_regression,4096,lind,131104,202418,4024,846143,2,3910327
wiki_ts_200M_uint64,radix,linear_spline,4096,gabs,65568,148233,148267,1293.03,74134,148267
wiki_ts_200M_uint64,radix,linear_spline,4096,gind,65576,147355,147388,1283.74,73255,147388
wiki_ts_200M_uint64,radix,linear_spline,4096,labs,98328,64647.8,63059,30817.6,8,148267
wiki_ts_200M_uint64,radix,linear_spline,4096,lind,131096,43340.5,44948,17133.2,8,88615
wiki_ts_200M_uint64,radix,linear_regression,4096,gabs,65568,121221,121235,685.705,60622,121235
wiki_ts_200M_uint64,radix,linear_regression,4096,gind,65576,103568,103578,618.226,42965,103578
wiki_ts_200M_uint64,radix,linear_regression,4096,labs,98328,45178.5,44363,20017.8,9,121235
wiki_ts_200M_uint64,radix,linear_regression,4096,lind,131096,41098.5,41438,17293,9,87744
wiki_ts_200M_uint64,linear_spline,linear_spline,8192,gabs,131112,61048.2,61053,310.371,30527,61053
wiki_ts_200M_uint64,linear_spline,linear_spline,8192,gind,131120,44271.1,44274,230.798,13748,44274
wiki_ts_200M_uint64,linear_spline,linear_spline,8192,labs,196640,6781.83,6191,4358.68,1,61053
wiki_ts_200M_uint64,linear_spline,linear_spline,8192,lind,262176,3510.19,3182,2136.95,1,36550
wiki_ts_200M_uint64,linear_spline,linear_regression,8192,gabs,131112,140808,140833,1077.68,70417,140833
wiki_ts_200M_uint64,linear_spline,linear_regression,8192,gind,131120,88332.9,88346,768.159,17930,88346
wiki_ts_200M_uint64,linear_spline,linear_regression,8192,labs,196640,5196.32,4671,3795.62,1,140833
wiki_ts_200M_uint64,linear_spline,linear_regression,8192,lind,262176,3896.63,3531,2663.71,1,88346
wiki_ts_200M_uint64,cubic_spline,linear_spline,8192,gabs,131128,51505.6,51509,240.153,25755,51509
wiki_ts_200M_uint64,cubic_spline,linear_spline,8192,gind,131136,42336.6,42339,189.979,16585,42339
wiki_ts_200M_uint64,cubic_spline,linear_spline,8192,labs,196656,4977.88,4363,3467.65,3,51509
wiki_ts_200M_uint64,cubic_spline,linear_spline,8192,lind,262192,2584.96,2297,1748.66,3,36854
wiki_ts_200M_uint64,cubic_spline,linear_regression,8192,gabs,131128,71662.6,71669,387.228,35835,71669
wiki_ts_200M_uint64,cubic_spline,linear_regression,8192,gind,131136,54085,54089,288.797,19084,54089
wiki_ts_200M_uint64,cubic_spline,linear_regression,8192,labs,196656,3723.98,3237,2731.18,3,71669
wiki_ts_200M_uint64,cubic_spline,linear_regression,8192,lind,262192,2836.46,2519,2021.84,2,54089
wiki_ts_200M_uint64,linear_regression,linear_spline,8192,gabs,131112,1.06083e+07,10684791,508764,5342396,10684791
wiki_ts_200M_uint64,linear_regression,linear_spline,8192,gind,131120,5.34575e+06,5350897,102649,8502,5350897
wiki_ts_200M_uint64,linear_regression,linear_spline,8192,labs,196640,560554,2073,2.36808e+06,3,10684791
wiki_ts_200M_uint64,linear_regression,linear_spline,8192,lind,262176,277769,1094,1.17635e+06,1,5342396
wiki_ts_200M_uint64,linear_regression,linear_regression,8192,gabs,131112,4.52008e+06,4545159,208532,2272580,4545159
wiki_ts_200M_uint64,linear_regression,linear_regression,8192,gind,131120,3.88855e+06,3909354,176101,1636775,3909354
wiki_ts_200M_uint64,linear_regression,linear_regression,8192,labs,196640,229103,1477,975206,3,4545159
wiki_ts_200M_uint64,linear_regression,linear_regression,8192,lind,262176,199517,1177,846415,2,3909354
wiki_ts_200M_uint64,radix,linear_spline,8192,gabs,131104,98412.6,98427,687.636,49214,98427
wiki_ts_200M_uint64,radix,linear_spline,8192,gind,131112,92679.4,92692,622.813,43479,92692
wiki_ts_200M_uint64,radix,linear_spline,8192,labs,196632,41359.8,40917,18751.5,8,98427
wiki_ts_200M_uint64,radix,linear_spline,8192,lind,262168,27218.8,28408,10577.4,8,54250
wiki_ts_200M_uint64,radix,linear_regression,8192,gabs,131104,69170.4,69175,302.039,34592,69175
wiki_ts_200M_uint64,radix,linear_regression,8192,gind,131112,64494.2,64498,258.593,34592,64498
wiki_ts_200M_uint64,radix,linear_regression,8192,labs,196632,28549.8,29397,11806.1,9,69175
wiki_ts_200M_uint64,radix,linear_regression,8192,lind,262168,26486.5,27821,10564.8,8,58488
wiki_ts_200M_uint64,linear_spline,linear_spline,16384,gabs,262184,47576.2,47579,210.357,23790,47579
wiki_ts_200M_uint64,linear_spline,linear_spline,16384,gind,262192,35907.2,35909,157.457,12120,35909
wiki_ts_200M_uint64,linear_spline,linear_spline,16384,labs,393248,2105.9,1819,1586.71,1,47579
wiki_ts_200M_uint64,linear_spline,linear_spline,16384,lind,524320,1120.17,972,894.654,1,35909
wiki_ts_200M_uint64,linear_spline,linear_regression,16384,gabs,262184,285039,285141,3103.66,142571,285141
wiki_ts_200M_uint64,linear_spline,linear_regression,16384,gind,262192,209299,209361,2303.48,66791,209361
wiki_ts_200M_uint64,linear_spline,linear_regression,16384,labs,393248,1547.81,1293,3757.22,1,285141
wiki_ts_200M_uint64,linear_spline,linear_regression,16384,lind,524320,1224.27,1044,2701.45,1,209361
wiki_ts_200M_uint64,cubic_spline,linear_spline,16384,gabs,262200,44152.6,44155,187.902,22078,44155
wiki_ts_200M_uint64,cubic_spline,linear_spline,16384,gind,262208,36522.3,36524,149.651,14447,36524
wiki_ts_200M_uint64,cubic_spline,linear_spline,16384,labs,393264,1593.76,1305,1370.33,1,44155
wiki_ts_200M_uint64,cubic_spline,linear_spline,16384,lind,524336,860.839,726,808.081,1,36524
wiki_ts_200M_uint64,cubic_spline,linear_regression,16384,gabs,262200,150163,150191,1187.72,75096,150191
wiki_ts_200M_uint64,cubic_spline,linear_regression,16384,gind,262208,118878,118897,919.532,43802,118897
wiki_ts_200M_uint64,cubic_spline,linear_regression,16384,labs,393264,1156.64,919,2237.75,1,150191
wiki_ts_200M_uint64,cubic_spline,linear_regression,16384,lind,524336,927.985,758,1760.48,1,118897
wiki_ts_200M_uint64,linear_regression,linear_spline,16384,gabs,262184,1.06066e+07,10683059,508642,5341530,10683059
wiki_ts_200M_uint64,linear_regression,linear_spline,16384,gind,262192,5.35039e+06,5355528,102626,13999,5355528
wiki_ts_200M_uint64,linear_regression,linear_spline,16384,labs,393248,558979,711,2.36783e+06,3,10683059
wiki_ts_200M_uint64,linear_regression,linear_spline,16384,lind,524320,276967,408,1.17623e+06,1,5341530
wiki_ts_200M_uint64,linear_regression,linear_regression,16384,gabs,262184,4.51996e+06,4545043,208520,2272522,4545043
wiki_ts_200M_uint64,linear_regression,linear_regression,16384,gind,262192,3.88825e+06,3909057,176083,1636536,3909057
wiki_ts_200M_uint64,linear_regression,linear_regression,16384,labs,393248,228049,495,975331,3,4545043
wiki_ts_200M_uint64,linear_regression,linear_regression,16384,lind,524320,198694,420,846461,2,3909057
wiki_ts_200M_uint64,radix,linear_spline,16384,gabs,262176,63429.9,63435,327.066,31718,63435
wiki_ts_200M_uint64,radix,linear_spline,16384,gind,262184,63062,63067,324.188,31350,63067
wiki_ts_200M_uint64,radix,linear_spline,16384,labs,393240,28677.5,29597,11766.7,3,63435
wiki_ts_200M_uint64,radix,linear_spline,16384,lind,524312,23354.1,24390,9815.5,3,49711
wiki_ts_200M_uint64,radix,linear_regression,16384,gabs,262176,54011.4,54015,253.552,27009,54015
wiki_ts_200M_uint64,radix,linear_regression,16384,gind,262184,53384.5,53388,249.16,26382,53388
wiki_ts_200M_uint64,radix,linear_regression,16384,labs,393240,22852.3,24181,9361.76,3,54015
wiki_ts_200M_uint64,radix,linear_regression,16384,lind,524312,20454,21511,8269.94,2,47397
wiki_ts_200M_uint64,linear_spline,linear_spline,32768,gabs,524328,63448,63453,324.541,31727,63453
wiki_ts_200M_uint64,linear_spline,linear_spline,32768,gind,524336,41818.2,41821,234.064,10095,41821
wiki_ts_200M_uint64,linear_spline,linear_spline,32768,labs,786464,764.589,631,1053.13,1,63453
wiki_ts_200M_uint64,linear_spline,linear_spline,32768,lind,1048608,433.096,375,573.58,1,33846
wiki_ts_200M_uint64,linear_spline,linear_regression,32768,gabs,524328,208481,208535,1943.5,104268,208535
wiki_ts_200M_uint64,linear_spline,linear_regression,32768,gind,524336,114349,114376,1374.81,10109,114376
wiki_ts_200M_uint64,linear_spline,linear_regression,32768,labs,786464,569.763,445,2874.67,1,208535
wiki_ts_200M_uint64,linear_spline,linear_regression,32768,lind,1048608,463.901,381,1598.17,1,114376
wiki_ts_200M_uint64,cubic_spline,linear_spline,32768,gabs,524344,69189,69195,369.853,34598,69195
wiki_ts_200M_uint64,cubic_spline,linear_spline,32768,gind,524352,39830.9,39834,263.104,5237,39834
wiki_ts_200M_uint64,cubic_spline,linear_spline,32768,labs,786480,611.484,487,1078.48,1,69195
wiki_ts_200M_uint64,cubic_spline,linear_spline,32768,lind,1048624,351.717,297,572.965,1,35603
wiki_ts_200M_uint64,cubic_spline,linear_regression,32768,gabs,524344,208355,208409,1942.04,104205,208409
wiki_ts_200M_uint64,cubic_spline,linear_regression,32768,gind,524352,119495,119523,1375.14,15319,119523
wiki_ts_200M_uint64,cubic_spline,linear_regression,32768,labs,786480,461.656,345,2868.82,1,208409
wiki_ts_200M_uint64,cubic_spline,linear_regression,32768,lind,1048624,378.018,298,1659.92,1,119523
wiki_ts_200M_uint64,linear_regression,linear_spline,32768,gabs,524328,1.06054e+07,10681891,508559,5340946,10681891
wiki_ts_200M_uint64,linear_regression,linear_spline,32768,gind,524336,5.34642e+06,5351561,102610,10616,5351561
wiki_ts_200M_uint64,linear_regression,linear_spline,32768,labs,786464,558424,307,2.36755e+06,3,10681891
wiki_ts_200M_uint64,linear_regression,linear_spline,32768,lind,1048608,276677,193,1.17609e+06,1,5340946
wiki_ts_200M_uint64,linear_regression,linear_regression,32768,gabs,524328,4.51968e+06,4544757,208499,2272379,4544757
wiki_ts_200M_uint64,linear_regression,linear_regression,32768,gind,524336,3.88797e+06,3908766,176064,1636390,3908766
wiki_ts_200M_uint64,linear_regression,linear_regression,32768,labs,786464,227705,217,975288,3,4544757
wiki_ts_200M_uint64,linear_regression,linear_regression,32768,lind,1048608,198413,191,846411,2,3908766
wiki_ts_200M_uint64,radix,linear_spline,32768,gabs,524320,67953.2,67959,362.886,33980,67959
wiki_ts_200M_uint64,radix,linear_spline,32768,gind,524328,64459.7,64465,336.912,30486,64465
wiki_ts_200M_uint64,radix,linear_spline,32768,labs,786456,24633.7,24033,12508.8,1,67959
wiki_ts_200M_uint64,radix,linear_spline,32768,lind,1048600,13726.5,14080,6043.47,1,36910
wiki_ts_200M_uint64,radix,linear_regression,32768,gabs,524320,63999.9,64005,328.032,32003,64005
wiki_ts_200M_uint64,radix,linear_regression,32768,gind,524328,60236.5,60241,301.182,28239,60241
wiki_ts_200M_uint64,radix,linear_regression,32768,labs,786456,20059.6,19509,9902.14,1,64005
wiki_ts_200M_uint64,radix,linear_regression,32768,lind,1048600,15386.2,15386,7090.15,1,47130
wiki_ts_200M_uint64,linear_spline,linear_spline,65536,gabs,1048616,44696.5,44699,192.114,22350,44699
wiki_ts_200M_uint64,linear_spline,linear_spline,65536,gind,1048624,28107.7,28109,137.459,5760,28109
wiki_ts_200M_uint64,linear_spline,linear_spline,65536,labs,1572896,339.343,279,693.565,1,44699
wiki_ts_200M_uint64,linear_spline,linear_spline,65536,lind,2097184,206.336,179,427.301,1,28109
wiki_ts_200M_uint64,linear_spline,linear_regression,65536,gabs,1048616,74754,74761,417.212,37381,74761
wiki_ts_200M_uint64,linear_spline,linear_regression,65536,gind,1048624,47856.2,47860,298.214,10480,47860
wiki_ts_200M_uint64,linear_spline,linear_regression,65536,labs,1572896,250.154,199,1049.33,1,74761
wiki_ts_200M_uint64,linear_spline,linear_regression,65536,lind,2097184,212.34,176,683.49,1,47860
wiki_ts_200M_uint64,cubic_spline,linear_spline,65536,gabs,1048632,61122.3,61127,307.747,30564,61127
wiki_ts_200M_uint64,cubic_spline,linear_spline,65536,gind,1048640,40698.4,40701,221.836,10138,40701
wiki_ts_200M_uint64,cubic_spline,linear_spline,65536,labs,1572912,286.387,227,887.716,1,61127
wiki_ts_200M_uint64,cubic_spline,linear_spline,65536,lind,2097200,175.554,149,483.659,1,33134
wiki_ts_200M_uint64,cubic_spline,linear_regression,65536,gabs,1048632,208493,208547,1943.6,104274,208547
wiki_ts_200M_uint64,cubic_spline,linear_regression,65536,gind,1048640,113879,113906,1374.88,9633,113906
wiki_ts_200M_uint64,cubic_spline,linear_regression,65536,labs,1572912,235.438,163,2852.72,1,208547
wiki_ts_200M_uint64,cubic_spline,linear_regression,65536,lind,2097200,191.63,145,1564.83,1,113906
wiki_ts_200M_uint64,linear_regression,linear_spline,65536,gabs,1048616,1.06048e+07,10681249,508515,5340625,10681249
wiki_ts_200M_uint64,linear_regression,linear_spline,65536,gind,1048624,5.34011e+06,5345251,102601,4627,5345251
wiki_ts_200M_uint64,linear_regression,linear_spline,65536,labs,1572896,558194,159,2.36738e+06,1,10681249
wiki_ts_200M_uint64,linear_regression,linear_spline,65536,lind,2097184,276552,106,1.17601e+06,1,5340625
wiki_ts_200M_uint64,linear_regression,linear_regression,65536,gabs,1048616,4.51949e+06,4544567,208486,2272284,4544567
wiki_ts_200M_uint64,linear_regression,linear_regression,65536,gind,1048624,3.88779e+06,3908591,176052,1636310,3908591
wiki_ts_200M_uint64,linear_regression,linear_regression,65536,labs,1572896,227568,115,975246,1,4544567
wiki_ts_200M_uint64,linear_regression,linear_regression,65536,lind,2097184,198296,103,846372,1,3908591
wiki_ts_200M_uint64,radix,linear_spline,65536,gabs,1048608,45018.4,45021,194.868,22511,45021
wiki_ts_200M_uint64,radix,linear_spline,65536,gind,1048616,37543.2,37545,156.671,15035,37545
wiki_ts_200M_uint64,radix,linear_spline,65536,labs,1572888,8525.52,7965,5128.52,1,45021
wiki_ts_200M_uint64,radix,linear_spline,65536,lind,2097176,4431.78,4102,2517.07,1,36637
wiki_ts_200M_uint64,radix,linear_regression,65536,gabs,1048608,113999,114015,785.168,57008,114015
wiki_ts_200M_uint64,radix,linear_regression,65536,gind,1048616,86002.7,86013,590.354,29356,86013
wiki_ts_200M_uint64,radix,linear_regression,65536,labs,1572888,6604.55,6057,4234.47,1,114015
wiki_ts_200M_uint64,radix,linear_regression,65536,lind,2097176,4937.13,4604,3042.79,1,86013
wiki_ts_200M_uint64,linear_spline,linear_spline,131072,gabs,2097192,52887.5,52891,248.202,26446,52891
wiki_ts_200M_uint64,linear_spline,linear_spline,131072,gind,2097200,31649.2,31651,176.195,5206,31651
wiki_ts_200M_uint64,linear_spline,linear_spline,131072,labs,3145760,178.587,145,736.298,1,52891
wiki_ts_200M_uint64,linear_spline,linear_spline,131072,lind,4194336,113.647,99,374.524,1,26446
wiki_ts_200M_uint64,linear_spline,linear_regression,131072,gabs,2097192,74754,74761,417.223,37381,74761
wiki_ts_200M_uint64,linear_spline,linear_regression,131072,gind,2097200,47856.2,47860,298.229,10480,47860
wiki_ts_200M_uint64,linear_spline,linear_regression,131072,labs,3145760,136.652,107,1032.87,1,74761
wiki_ts_200M_uint64,linear_spline,linear_regression,131072,lind,4194336,116.624,96,666.1,1,47860
wiki_ts_200M_uint64,cubic_spline,linear_spline,131072,gabs,2097208,32325.7,32327,118.53,16164,32327
wiki_ts_200M_uint64,cubic_spline,linear_spline,131072,gind,2097216,22755.2,22756,86.5214,6593,22756
wiki_ts_200M_uint64,cubic_spline,linear_spline,131072,labs,3145776,150.131,123,458.777,1,32327
wiki_ts_200M_uint64,cubic_spline,linear_spline,131072,lind,4194352,98.2211,85,323.973,1,22756
wiki_ts_200M_uint64,cubic_spline,linear_regression,131072,gabs,2097208,21026.4,21027,62.2355,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,131072,gind,2097216,21025.4,21026,62.2073,10513,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,131072,labs,3145776,108.877,91,321.244,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,131072,lind,4194352,96.6914,82,314.557,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,131072,gabs,2097192,1.06045e+07,10680935,508492,5340468,10680935
wiki_ts_200M_uint64,linear_regression,linear_spline,131072,gind,2097200,5.33966e+06,5344800,102597,4333,5344800
wiki_ts_200M_uint64,linear_regression,linear_spline,131072,labs,3145760,558089,91,2.36729e+06,1,10680935
wiki_ts_200M_uint64,linear_regression,linear_spline,131072,lind,4194336,276491,64,1.17597e+06,1,5340468
wiki_ts_200M_uint64,linear_regression,linear_regression,131072,gabs,2097192,4.51941e+06,4544479,208480,2272240,4544479
wiki_ts_200M_uint64,linear_regression,linear_regression,131072,gind,2097200,3.88771e+06,3908508,176047,1636271,3908508
wiki_ts_200M_uint64,linear_regression,linear_regression,131072,labs,3145760,227505,67,975226,1,4544479
wiki_ts_200M_uint64,linear_regression,linear_regression,131072,lind,4194336,198241,61,846353,1,3908508
wiki_ts_200M_uint64,radix,linear_spline,131072,gabs,2097184,56935,56939,275.678,28470,56939
wiki_ts_200M_uint64,radix,linear_spline,131072,gind,2097192,39562.7,39565,199.567,11096,39565
wiki_ts_200M_uint64,radix,linear_spline,131072,labs,3145752,2610.49,2267,1947.42,1,56939
wiki_ts_200M_uint64,radix,linear_spline,131072,lind,4194328,1373.71,1202,1029.89,1,36077
wiki_ts_200M_uint64,radix,linear_regression,131072,gabs,2097184,259097,259181,2688.96,129591,259181
wiki_ts_200M_uint64,radix,linear_regression,131072,gind,2097192,153431,153474,1905.63,23884,153474
wiki_ts_200M_uint64,radix,linear_regression,131072,labs,3145752,1929.43,1629,3683.59,1,259181
wiki_ts_200M_uint64,radix,linear_regression,131072,lind,4194328,1499.5,1287,2227.29,1,153474
wiki_ts_200M_uint64,linear_spline,linear_spline,262144,gabs,4194344,42048.8,42051,175.945,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,262144,gind,4194352,37188.2,37190,150.044,16165,37190
wiki_ts_200M_uint64,linear_spline,linear_spline,262144,labs,6291488,104.413,85,580.783,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,262144,lind,8388640,71.4865,60,508.912,1,37190
wiki_ts_200M_uint64,linear_spline,linear_regression,262144,gabs,4194344,21026.4,21027,62.2403,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,262144,gind,4194352,21025.4,21026,62.2122,10513,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,262144,labs,6291488,74.8585,63,301.042,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,262144,lind,8388640,66.9251,58,292.992,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,262144,gabs,4194360,32325.7,32327,118.611,16164,32327
wiki_ts_200M_uint64,cubic_spline,linear_spline,262144,gind,4194368,22755.2,22756,86.6317,6593,22756
wiki_ts_200M_uint64,cubic_spline,linear_spline,262144,labs,6291504,90.0763,75,449.629,1,32327
wiki_ts_200M_uint64,cubic_spline,linear_spline,262144,lind,8388656,61.0551,53,313.43,1,22756
wiki_ts_200M_uint64,cubic_spline,linear_regression,262144,gabs,4194360,21026.4,21027,62.2408,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,262144,gind,4194368,21025.4,21026,62.2127,10513,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,262144,labs,6291504,65.9465,55,301.842,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,262144,lind,8388656,59.1673,51,292.912,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,262144,gabs,4194344,1.06043e+07,10680781,508482,5340391,10680781
wiki_ts_200M_uint64,linear_regression,linear_spline,262144,gind,4194352,5.33633e+06,5341470,102595,1080,5341470
wiki_ts_200M_uint64,linear_regression,linear_spline,262144,labs,6291488,558035,57,2.36725e+06,1,10680781
wiki_ts_200M_uint64,linear_regression,linear_spline,262144,lind,8388640,276459,41,1.17595e+06,1,5340391
wiki_ts_200M_uint64,linear_regression,linear_regression,262144,gabs,4194344,4.51937e+06,4544439,208477,2272220,4544439
wiki_ts_200M_uint64,linear_regression,linear_regression,262144,gind,4194352,3.88767e+06,3908469,176044,1636252,3908469
wiki_ts_200M_uint64,linear_regression,linear_regression,262144,labs,6291488,227472,43,975217,1,4544439
wiki_ts_200M_uint64,linear_regression,linear_regression,262144,lind,8388640,198213,39,846344,1,3908469
wiki_ts_200M_uint64,radix,linear_spline,262144,gabs,4194336,38821.1,38823,154.546,19412,38823
wiki_ts_200M_uint64,radix,linear_spline,262144,gind,4194344,34925.5,34927,133.835,15516,34927
wiki_ts_200M_uint64,radix,linear_spline,262144,labs,6291480,904.681,759,868.538,1,38823
wiki_ts_200M_uint64,radix,linear_spline,262144,lind,8388632,508.637,436,615.149,1,34927
wiki_ts_200M_uint64,radix,linear_regression,262144,gabs,4194336,249351,249429,2540.94,124715,249429
wiki_ts_200M_uint64,radix,linear_regression,262144,gind,4194344,224252,224316,2207.38,99602,224316
wiki_ts_200M_uint64,radix,linear_regression,262144,labs,6291480,683.172,529,3381.69,1,249429
wiki_ts_200M_uint64,radix,linear_regression,262144,lind,8388632,565.485,450,3021,1,224316
wiki_ts_200M_uint64,linear_spline,linear_spline,524288,gabs,8388648,42048.8,42051,175.985,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,524288,gind,8388656,37187.2,37189,150.098,16164,37189
wiki_ts_200M_uint64,linear_spline,linear_spline,524288,labs,12582944,66.0339,53,520.723,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,524288,lind,16777248,44.4454,39,260.403,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,524288,gabs,8388648,21026.4,21027,62.2398,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,524288,gind,8388656,21025.4,21026,62.2116,10513,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,524288,labs,12582944,47.3409,41,261.858,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,524288,lind,16777248,42.8905,37,260.657,1,21026
wiki_ts_200M_uint64,cubic_spline,linear_spline,524288,gabs,8388664,42048.8,42051,175.983,21026,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,524288,gind,8388672,37188.2,37190,150.074,16165,37190
wiki_ts_200M_uint64,cubic_spline,linear_spline,524288,labs,12582960,60.0688,47,573.515,1,42051
wiki_ts_200M_uint64,cubic_spline,linear_spline,524288,lind,16777264,43.518,35,506.923,1,37190
wiki_ts_200M_uint64,cubic_spline,linear_regression,524288,gabs,8388664,21026.4,21027,62.2404,10514,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,524288,gind,8388672,21025.4,21026,62.2122,10513,21026
wiki_ts_200M_uint64,cubic_spline,linear_regression,524288,labs,12582960,42.8103,37,287.07,1,21027
wiki_ts_200M_uint64,cubic_spline,linear_regression,524288,lind,16777264,38.9742,33,286.82,1,21026
wiki_ts_200M_uint64,linear_regression,linear_spline,524288,gabs,8388648,1.06043e+07,10680711,508477,5340356,10680711
wiki_ts_200M_uint64,linear_regression,linear_spline,524288,gind,8388656,5.33605e+06,5341193,102594,838,5341193
wiki_ts_200M_uint64,linear_regression,linear_spline,524288,labs,12582944,558008,39,2.36723e+06,1,10680711
wiki_ts_200M_uint64,linear_regression,linear_spline,524288,lind,16777248,276442,28,1.17594e+06,1,5340356
wiki_ts_200M_uint64,linear_regression,linear_regression,524288,gabs,8388648,4.51935e+06,4544419,208476,2272210,4544419
wiki_ts_200M_uint64,linear_regression,linear_regression,524288,gind,8388656,3.88765e+06,3908450,176042,1636243,3908450
wiki_ts_200M_uint64,linear_regression,linear_regression,524288,labs,12582944,227455,29,975213,1,4544419
wiki_ts_200M_uint64,linear_regression,linear_regression,524288,lind,16777248,198197,27,846341,1,3908450
wiki_ts_200M_uint64,radix,linear_spline,524288,gabs,8388640,64919.7,64925,336.797,32463,64925
wiki_ts_200M_uint64,radix,linear_spline,524288,gind,8388648,41857.2,41860,241.443,9398,41860
wiki_ts_200M_uint64,radix,linear_spline,524288,labs,12582936,393.147,319,952.12,1,64925
wiki_ts_200M_uint64,radix,linear_spline,524288,lind,16777240,234.334,202,479.165,1,32464
wiki_ts_200M_uint64,radix,linear_regression,524288,gabs,8388640,208497,208551,1943.52,104276,208551
wiki_ts_200M_uint64,radix,linear_regression,524288,gind,8388648,114121,114148,1374.96,9873,114148
wiki_ts_200M_uint64,radix,linear_regression,524288,labs,12582936,308.986,227,2853.16,1,208551
wiki_ts_200M_uint64,radix,linear_regression,524288,lind,16777240,252.801,199,1567.72,1,114148
wiki_ts_200M_uint64,linear_spline,linear_spline,1048576,gabs,16777256,42048.8,42051,175.992,21026,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,1048576,gind,16777264,37187.2,37189,150.102,16164,37189
wiki_ts_200M_uint64,linear_spline,linear_spline,1048576,labs,25165856,45.5202,35,519.822,1,42051
wiki_ts_200M_uint64,linear_spline,linear_spline,1048576,lind,33554464,31.0262,27,259.9,1,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,1048576,gabs,16777256,21026.4,21027,62.2397,10514,21027
wiki_ts_200M_uint64,linear_spline,linear_regression,1048576,gind,16777264,21025.4,21026,62.2115,10513,21026
wiki_ts_200M_uint64,linear_spline,linear_regression,1048576,labs,25165856,32.4725,27,260.089,1,21027
